Year,Term,Course Number,Subject Name,Description,Level (U or G),Teachers,Teacher Rating (Avg),Teacher Rating (STD),Teacher Helpfulness (Avg),Teacher Helpfulness (STD),Number of Respondents,Response Rate,Subject Rating (Avg),Subject Rating (STD),Pace (Avg),Pace (STD),Total Weekly Hours Spent (Avg),Total Weekly Hours Spent (STD),Assignment Quality (Avg),Assignment Quality (STD),Grading Fairness (Avg),Grading Fairness (STD),Webpage Link
2023,Spring,"=""2.26""",Advanced Fluid Dynamics,"Fundamentals of fluid dynamics intrinsic to natural physical phenomena andor engineering processes. Discusses a range of topics and advanced problem-solving techniques. Sample topics include brief review of basic laws of fluid motion, scaling and approximations, creeping flows, boundary layers in high-speed flows, steady and transient, similarity method of solution, buoyancy-driven convection in porous media, dispersion in steady or oscillatory flows, physics and mathematics of linearized instability, effects of shear and stratification. In alternate years, two of the following modules will be offered: I: Geophysical Fluid Dynamics of Coastal Waters, II: Capillary Phenomena, III: Non-Newtonian Fluids, IV: Flagellar Swimming. p",G,Triantaphyllos R. Akylas,7.0,0.0,7.0,0.0,3,0.5,7.0,0.0,4.0,0.0,7.5,0.71,6.7,0.58,7.0,0.0,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C220628E5E0533D2F0912ACAA&subjectId=2.26
2023,Spring,"=""2.37""",Fundamentals of Nanoengineering,"Presents the fundamentals of molecular modeling in engineering in the context of nanoscale mechanical engineering applications. Statistical mechanics and its connection to engineering thermodynamics. Molecular origin and limitations of macroscopic descriptions and constitutive relations for equilibrium and non-equilibrium behavior. Introduction to molecular simulation, solid-state physics and electrokinetic phenomena. Discusses molecular approaches to modern nanoscale engineering problems. Graduate students are required to complete additional assignments with stronger analytical content. p",G,Betar Maurkah Gallant; Aaron Max Melemed; Betar Maurkah Gallant; Aaron Max Melemed,6.85,0.0866025403784439,6.925000000000001,0.082915619758885,9,0.75,6.4,0.73,4.4,0.73,12.0,1.6532694880145828,6.2,1.99,6.1,2.27,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1CC128E5E0533D2F0912ACAA&subjectId=2.37
2023,Spring,"=""2.370""",Fundamentals of Nanoengineering,"Presents the fundamentals of molecular modeling in engineering in the context of nanoscale mechanical engineering applications. Statistical mechanics and its connection to engineering thermodynamics. Molecular origin and limitations of macroscopic descriptions and constitutive relations for equilibrium and non-equilibrium behavior. Introduction to molecular simulation, solid-state physics and electrokinetic phenomena. Discusses molecular approaches to modern nanoscale engineering problems. Graduate students are required to complete additional assignments with stronger analytical content. p",U,Betar Maurkah Gallant; Aaron Max Melemed; Betar Maurkah Gallant; Aaron Max Melemed,6.85,0.0866025403784439,6.925000000000001,0.082915619758885,9,0.75,6.4,0.73,4.4,0.73,12.0,1.6532694880145828,6.2,1.99,6.1,2.27,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1CC128E5E0533D2F0912ACAA&subjectId=2.37
2023,Spring,"=""2.55""",Advanced Heat and Mass Transfer,"Advanced treatment of fundamental aspects of heat and mass transport. Covers topics such as diffusion kinetics, conservation laws, laminar and turbulent convection, mass transfer including phase change or heterogeneous reactions, and basic thermal radiation. Problems and examples include theory and applications drawn from a spectrum of engineering design and manufacturing problems. p",G,Gang Chen; Kyle Joseph Buznitsky; Wai K. Cheng; Kyle Joseph Buznitsky,6.199999999999999,0.0707106781186548,6.075,0.1299038105676657,10,1.0,6.2,0.67,5.4,0.53,13.6,4.76037813624086,6.7,0.71,6.7,0.5,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C212C28E5E0533D2F0912ACAA&subjectId=2.55
2023,Spring,"=""2.60""",Fundamentals of Advanced Energy Conversion,"Fundamentals of thermodynamics, chemistry, and transport applied to energy systems. Analysis of energy conversion and storage in thermal, mechanical, chemical, and electrochemical processes in power and transportation systems, with emphasis on efficiency, performance, and environmental impact. Applications to fuel reforming and alternative fuels, hydrogen, fuel cells and batteries, combustion, catalysis, combined and hybrid power cycles using fossil, nuclear and renewable resources. COsub2sub separation and capture. Biomass energy. Students taking graduate version complete additional assignments. p",U,Ahmed F. Ghoniem; Aniket Sanjay Patankar,6.25,0.3499999999999996,6.5,0.2999999999999998,9,0.47,5.7,1.0,5.1,0.6,15.1,4.821991289913328,6.1,1.27,6.4,0.73,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1D5428E5E0533D2F0912ACAA&subjectId=2.60
2023,Spring,"=""2.62""",Fundamentals of Advanced Energy Conversion,"Fundamentals of thermodynamics, chemistry, and transport applied to energy systems. Analysis of energy conversion and storage in thermal, mechanical, chemical, and electrochemical processes in power and transportation systems, with emphasis on efficiency, performance and environmental impact. Applications to fuel reforming and alternative fuels, hydrogen, fuel cells and batteries, combustion, catalysis, combined and hybrid power cycles using fossil, nuclear and renewable resources. COsub2sub separation and capture. Biomass energy. Meets with a class=bubblelink code href=search?P=2.60 onclick=return showCourse(this, '2.60'); title=2.60[J]2.60[J]a when offered concurrently; students taking the graduate version complete additional assignments. p",G,Ahmed F. Ghoniem; Aniket Sanjay Patankar,6.25,0.3499999999999996,6.5,0.2999999999999998,9,0.47,5.7,1.0,5.1,0.6,15.1,4.821991289913328,6.1,1.27,6.4,0.73,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1D5428E5E0533D2F0912ACAA&subjectId=2.60
2023,Spring,"=""2.72""",Elements of Mechanical Design,"Advanced study of modeling, design, integration, and best practices for use of machine elements, such as bearings, bolts, belts, flexures, and gears. Modeling and analysis is based upon rigorous application of physics, mathematics, and core mechanical engineering principles, which are reinforced via laboratory experiences and a design project in which students model, design, fabricate, and characterize a mechanical system that is relevant to a real-world application. Activities and quizzes are directly related to, and coordinated with, the project deliverables. Develops the ability to synthesize, model and fabricate a design subject to engineering constraints (e.g., cost, time, schedule). Students taking graduate version complete additional assignments. Enrollment limited.p",U,Martin Culpepper; Laura M. Rosado; Jesse Paul De Alva; Charles Michael Wheeler; Martin Culpepper; Daniel Patrick Gilbert,6.516666666666667,0.121335164821342,6.533333333333332,0.2211083193570266,19,0.53,6.0,0.97,5.6,0.7,24.5,9.917887879987353,6.3,0.77,5.8,0.99,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C22F428E5E0533D2F0912ACAA&subjectId=2.72
2023,Spring,"=""2.720""",Elements of Mechanical Design,"Advanced study of modeling, design, integration, and best practices for use of machine elements, such as bearings, bolts, belts, flexures, and gears. Modeling and analysis is based upon rigorous application of physics, mathematics, and core mechanical engineering principles, which are reinforced via laboratory experiences and a design project in which students model, design, fabricate, and characterize a mechanical system that is relevant to a real-world application. Activities and quizzes are directly related to, and coordinated with, the project deliverables. Develops the ability to synthesize, model and fabricate a design subject to engineering constraints (e.g., cost, time, schedule). Students taking graduate version complete additional assignments. p",G,Martin Culpepper; Laura M. Rosado; Jesse Paul De Alva; Charles Michael Wheeler; Martin Culpepper; Daniel Patrick Gilbert,6.516666666666667,0.121335164821342,6.533333333333332,0.2211083193570266,19,0.53,6.0,0.97,5.6,0.7,24.5,9.917887879987353,6.3,0.77,5.8,0.99,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C22F428E5E0533D2F0912ACAA&subjectId=2.72
2023,Spring,"=""2.75""",Medical Device Design,"Provides an intense project-based learning experience around the design of medical devices with foci ranging from mechanical to electro mechanical to electronics. Projects motivated by real-world clinical challenges provided by sponsors and clinicians who also help mentor teams. Covers the design process, project management, and fundamentals of mechanical and electrical circuit and sensor design. Students work in small teams to execute a substantial term project, with emphasis placed upon developing creative designs — via a deterministic design process — that are developed and optimized using analytical techniques. Includes mandatory lab. Instruction and practice in written and oral communication provided. Students taking graduate version complete additional assignments. Enrollment limited.p",G,Alexander H. Slocum; Carlo Giovanni Traverso; Nevan Clancy Hanumara; Anthony M. Pennes; Steven Burcat; Leroy Kudakwashe Sibanda; David R. Custer; Megan McNamara Dawley,6.425,0.3418698582794335,6.324999999999999,0.3960744879438714,14,0.33,5.9,1.17,4.6,1.02,13.8,3.926894447270005,6.1,1.49,6.3,0.99,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1EE528E5E0533D2F0912ACAA&subjectId=2.75
2023,Spring,"=""2.750""",Medical Device Design,"Provides an intense project-based learning experience around the design of medical devices with foci ranging from mechanical to electro mechanical to electronics. Projects motivated by real-world clinical challenges provided by sponsors and clinicians who also help mentor teams. Covers the design process, project management, and fundamentals of mechanical and electrical circuit and sensor design. Students work in small teams to execute a substantial term project, with emphasis placed upon developing creative designs -- via a deterministic design process -- that are developed and optimized using analytical techniques. Includes mandatory lab. Instruction and practice in written and oral communication provided. Students taking graduate version complete additional assignments. Enrollment limited.p",U,Alexander H. Slocum; Carlo Giovanni Traverso; Nevan Clancy Hanumara; Anthony M. Pennes; Steven Burcat; Leroy Kudakwashe Sibanda; David R. Custer; Megan McNamara Dawley,6.425,0.3418698582794335,6.324999999999999,0.3960744879438714,14,0.33,5.9,1.17,4.6,1.02,13.8,3.926894447270005,6.1,1.49,6.3,0.99,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1EE528E5E0533D2F0912ACAA&subjectId=2.75
2023,Spring,"=""2.98""",Sports Technology: Engineering & Innovation,"Examines the future of sports technology across technical disciplines, including mechanical design, biomechanics, quantified self, sports analytics, and business strategies. Includes visits by leaders in the field to discuss various industries, career pathways, and opportunities for innovation in the field. Projects explore and potentially kickoff larger research andor entrepreneurial initiatives. p",G,Anette E. Hosoi; Christina Marie Chase; Helen Sun; Henry H. Wang; Anette E. Hosoi; Christina Marie Chase,7.0,0.0,7.0,0.0,5,0.36,6.8,0.45,4.6,1.34,10.3,2.7548684179103726,7.0,0.0,7.0,0.0,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EC6372B20DE17861E0533D2F09124115&subjectId=2.98
2023,Spring,"=""2.980""",Sports Technology: Engineering & Innovation,"Examines the future of sports technology across technical disciplines, including mechanical design, biomechanics, quantified self, sports analytics, and business strategies. Includes visits by leaders in the field to discuss various industries, career pathways, and opportunities for innovation in the field. Projects explore and potentially kickoff larger research andor entrepreneurial initiatives. p",U,Anette E. Hosoi; Christina Marie Chase; Helen Sun; Henry H. Wang; Anette E. Hosoi; Christina Marie Chase,7.0,0.0,7.0,0.0,5,0.36,6.8,0.45,4.6,1.34,10.3,2.7548684179103726,7.0,0.0,7.0,0.0,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EC6372B20DE17861E0533D2F09124115&subjectId=2.98
2023,Spring,"=""2.000""",Explorations in Mechanical Engineering,"Broad introduction to the various aspects of mechanical engineering at MIT, including mechanics, design, controls, energy, ocean engineering, bioengineering, and micronano engineering through a variety of experiences, including discussions led by faculty, students, and industry experts. Reviews research opportunities and undergraduate major options in Course 2 as well as a variety of career paths pursued by alumni. Subject can count toward the 6-unit discovery-focused credit limit for first year students. p",U,Joshua D. Ramos; Abe Gebreab Gerzeghier,6.5,0.5,5.4,1.4,4,0.33,6.3,0.58,4.0,0.0,2.5,1.578670326572334,7.0,0.0,7.0,0.0,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1CD328E5E0533D2F0912ACAA&subjectId=2.000
2023,Spring,"=""2.001""",Mechanics and Materials I,"Introduction to statics and the mechanics of deformable solids. Emphasis on the three basic principles of equilibrium, geometric compatibility, and material behavior. Stress and its relation to force and moment; strain and its relation to displacement; linear elasticity with thermal expansion. Failure modes. Application to simple engineering structures such as rods, shafts, beams, and trusses. Application to biomechanics of natural materials and structures. p",U,Rohan Abeyaratne; David Moore Parks; Christos Marras Gkiokas; Crystal Elaine Owens; Rohan Abeyaratne; Michael Rainer Braun; Ritu Raman; David Moore Parks,5.6625,0.8830876230590032,5.575,0.974358763495254,21,0.32,5.3,1.62,4.8,1.12,12.6,3.788456149937597,5.8,1.3,5.9,1.49,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C206828E5E0533D2F0912ACAA&subjectId=2.001
2023,Spring,"=""2.002""",Mechanics and Materials II,"Introduces mechanical behavior of engineering materials, and the use of materials in mechanical design. Emphasizes the fundamentals of mechanical behavior of materials, as well as design with materials. Major topics: elasticity, plasticity, limit analysis, fatigue, fracture, and creep. Materials selection. Laboratory experiments involving projects related to materials in mechanical design. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.p",U,Kenneth N. Kamrin; Andrew Yen-Jong Chen; Thomas Butruille; William Zunker; Yang Shao-Horn; Xuanhe Zhao,6.5,0.270801280154532,6.516666666666667,0.2852873794770614,18,0.38,6.3,0.6,4.8,0.86,11.0,1.7306646122227147,6.6,0.5,6.8,0.4,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1E1928E5E0533D2F0912ACAA&subjectId=2.002
2023,Spring,"=""2.003""",Dynamics and Control I,Introduction to the dynamics and vibrations of lumped-parameter models of mechanical systems. Kinematics. Force-momentum formulation for systems of particles and rigid bodies in planar motion. Work-energy concepts. Virtual displacements and virtual work. Lagrange's equations for systems of particles and rigid bodies in planar motion. Linearization of equations of motion. Linear stability analysis of mechanical systems. Free and forced vibration of linear multi-degree of freedom models of mechanical systems; matrix eigenvalue problems. p,U,Thomas Peacock; Kyle Ian McKee; Max William Pierce; Evan Keefe Massaro; Nicolas Hadjiconstantinou; Dick K. P. Yue; Dick K. P. Yue,5.542857142857144,2.2852678135378,5.571428571428571,2.313139045733732,17,0.25,5.9,0.86,4.3,0.6,8.8,1.9377564346429093,6.5,0.72,5.6,1.5,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1E2128E5E0533D2F0912ACAA&subjectId=2.003
2023,Spring,"=""2.004""",Dynamics and Control II,"Modeling, analysis, and control of dynamic systems. System modeling: lumped parameter models of mechanical, electrical, and electromechanical systems; interconnection laws; actuators and sensors. Linear systems theory: linear algebra; Laplace transform; transfer functions, time response and frequency response, poles and zeros; block diagrams; solutions via analytical and numerical techniques; stability. Introduction to feedback control: closed-loop response; PID compensation; steady-state characteristics, root-locus design concepts, frequency-domain design concepts. Laboratory experiments and control design projects. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.p",U,Franz S. Hover; Anubhav Guha; Casey Bradt; Hsinyung Harrison Chin; Michael Frederick Fernandez,5.319999999999999,2.6618790355686714,5.340000000000001,2.6710297639674474,27,0.75,6.2,0.83,4.9,0.74,13.6,2.361355542903271,6.6,0.49,6.5,0.86,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1C4128E5E0533D2F0912ACAA&subjectId=2.004
2023,Spring,"=""2.005""",Thermal-Fluids Engineering I,"Integrated development of the fundamental principles of thermodynamics, fluid mechanics, and heat transfer, with applications. Focuses on the first and second laws of thermodynamics, mass conservation, and momentum conservation, for both closed and open systems. Entropy generation and its influence on the performance of engineering systems. Introduction to dimensionless numbers. Introduction to heat transfer: conduction, convection, and radiation. Steady-state and transient conduction. Finned surfaces. The heat equation and the lumped capacitance model. Coupled and uncoupled fluid models. Hydrostatics. Inviscid flow analysis and Bernoulli equation. Navier-Stokes equation and its solutions. Viscous internal flows, head losses, and turbulence. Introduction to pipe flows and Moody chart. p",U,Jacopo Buongiorno; Kripa Varanasi; Sandra L. Walter; Marco Graffiedi; Rafael L. Estrella; Jacopo Buongiorno; Kripa Varanasi,6.371428571428572,0.2373321103690879,6.328571428571429,0.3238795442501324,32,0.5,5.5,1.14,5.0,0.86,12.4,2.1852459815773604,6.3,1.0,5.8,1.25,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1FF028E5E0533D2F0912ACAA&subjectId=2.005
2023,Spring,"=""2.006""",Thermal-Fluids Engineering II,"Focuses on the application of the principles of thermodynamics, heat transfer, and fluid mechanics to the design and analysis of engineering systems. Dimensional analysis, similarity, and modeling. Pipe systems: major and minor losses. Laminar and turbulent boundary layers. Boundary layer separation, lift and drag on objects. Heat transfer associated with laminar and turbulent flow of fluids in free and forced convection in channels and over surfaces. Pure substance model. Heat transfer in boiling and condensation. Thermodynamics and fluid mechanics of steady flow components of thermodynamic plants. Heat exchanger design. Power cycles and refrigeration plants. Design of thermodynamic plants. Analyses for alternative energy systems. Multi-mode heat transfer and fluid flow in thermodynamic plants. p",U,Sili Deng; John G. Brisson; Sami Yamanidouzisorkhabi; John G. Brisson,5.500000000000001,0.3535533905932735,5.475,0.521416340365355,16,0.59,4.4,1.96,6.0,0.93,16.2,2.786485241303101,5.4,1.63,4.6,2.09,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1EF828E5E0533D2F0912ACAA&subjectId=2.006
2023,Spring,"=""2.007""",Design and Manufacturing I,"Develops students' competence and self-confidence as design engineers. Emphasis on the creative design process bolstered by application of physical laws. Instruction on how to complete projects on schedule and within budget. Robustness and manufacturability are emphasized. Subject relies on active learning via a major design-and-build project. Lecture topics include idea generation, estimation, concept selection, visual thinking, computer-aided design (CAD), mechanism design, machine elements, basic electronics, technical communication, and ethics. Lab fee. Limited enrollment. Pre-registration required for lab assignment; special sections by lottery only.p",U,Sangbae Kim; Amos G. Winter; Aditya Mehrotra; Ben Daniel Lerman; Mingyuan Li; Dawn Marie Wendell; Daniel Braunstein; David E. Hardt; Kaitlyn P. Becker; Robert M. Podoloff; Raymond S. McCord; Sangbae Kim; Amos G. Winter; Ronald S. Spence; Xinnan Peng; Stephen M. Haberek; William Cormier,5.776470588235294,1.6126446717644412,5.688235294117647,1.598853395383953,35,0.38,5.5,1.29,5.1,1.09,18.6,5.742142457306332,5.1,1.55,4.3,1.9,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C20C628E5E0533D2F0912ACAA&subjectId=2.007
